,_id,tweet_id,text,task_1,task_2
616,60c5d7495659ea5e55df08c8,hi_hasoc_2021_616,"शहाबुद्दीन साहब को कोरोना नहीं था,तो अचानक मौत कैसे हुई ? उन्हें AIIMS की जगह DDU में क्यों एडमिट किया गया? जब कोरोना रिपोर्ट नेगेटिव है तो शरीर सीवान क्यों नही ले जाने दे रहे? हम तदफीन के साथ न्यायिक जांच की मांग करते हैं,  आखिर क्या छुपा रहें है? #JusticeForShahabuddin",NOT,NONE
2421,60c5d7495659ea5e55df1299,hi_hasoc_2021_2421,बंगाल की स्थिति ठीक नहीं है तत्काल वहां पर सेना को भेज देना चाहिए #BengalBurning #bengalhinsa #BengalViolence #BengalRiots #Bengalisburning,NOT,NONE
1081,60c5d7495659ea5e55df0b24,hi_hasoc_2021_1081,"@zishanAliRJD @iAnantSingh_ *ओसामा साहब ने सिर्फ उस ट्वीट और ट्विटर अकाउंट को फर्जी बताया है ना कि राजद का पक्ष लिए और ना की राजद का गुणगान किये है, संयम रखिए जल्द ही सब कुछ सामने आएगा।* #JusticeForShahabuddin",NOT,NONE
3512,60c5d7495659ea5e55df1d90,hi_hasoc_2021_3512,जो भी बीजेपी के खिलाफ है वो मेरा भाई मेरा परिवार है  कृपया रिटीवीट कर के फॉलो करें सब को फॉलो बैक करूँगा...🙏🏻  #ModiKaVaccineJumla,NOT,NONE
3935,60c5d7495659ea5e55df1ada,hi_hasoc_2021_3935,@JPNadda **तुम मुझे खून दो मैं तुम्हें आजादी दूंगा - नेताजी सुभाष चन्द्र बोस।  **तुम मुझे वोट दो हम तुम्हें मौत देंगे - भाजपा  #BengalBurning,NOT,NONE
5309,60c5d7495659ea5e55df1386,hi_hasoc_2021_5312,@drharshvardhan @PMOIndia ये पीन कोड वैजापूर औरंगाबाद महाराष्ट्र का हे पुणे से 150km दुरी पर जिस पुणे में सिरम vaccine बना राही हें सोचो जहाँ vaccine बन राही हें वही पर vaccine नहीं हें और ये मूर्ख @drharshvardhan को एक गीत की पडी हें । #Resign_PM_Modi  #VaccineShortage  #CentralVista https://t.co/E7N1ZaNIup,HOF,OFFN
4293,60c5d7495659ea5e55df0511,hi_hasoc_2021_4293,"@pati_vicky @Saatvikgarg @jp06677 @AshwiniUpadhyay @ubirakesh किसी गधे का कोई लक्ष्य पूरा नहीं होने वाला, अपना टाइम मत खराब कर बेटा , कुछ पढ़ लिख ले, फिर बात करने में बड़ा मज़ा आएगा",HOF,OFFN
48,60c5d7495659ea5e55df05da,hi_hasoc_2021_48,@narendramodi भैया पैसा कमा कर अगर पेट भर गया हो तो अब समाज सेवा कर दो क्या गलती हो गई भारतीय जनता से जो यह दिन देखने पढ़े #lackofoxygen #oxygenlangar #ResignModi #Resign_PM_Modi #ResignAmitShah   Time मिल गया हो तो बता दो वरना यह दिन भी सह लेंगे #sehlengay  #25सांसद_लापता_है,NOT,NONE
1755,60c5d7495659ea5e55df0d0c,hi_hasoc_2021_1755,"एहसान जाफ़री,सोहराब,जज लोया,,कौसर बी,इशरत जहान या CAA पोलिटिकल क़ैदयो के लिए,सेक्युलर वकील प्रशांत भूषण ने कभी आवाज़ नही उठाई जितनी उन्होंने #Shahabuddin को जेल मे रखने के लिए उठाई थी।   #ShahabuddinSaheb #JusticeForShahabuddin @alim_faraz",NOT,NONE
346,60c5d7495659ea5e55df0843,hi_hasoc_2021_346,"ममता की उल्टी गिनती चालू, Petion filed in SC for a CBI investigation https://t.co/Eo69sXaxeD via @YouTube   #Bengal #BengalViolence #Bengalisburning #BengalBurning",NOT,NONE
4833,60c5d7495659ea5e55df0af8,hi_hasoc_2021_4836,#ModiHataoDeshBachao #AndhBhakt #ModiResign #ExitModi #ModiKaVaccineJumla  मंगलयान से लेकर वैक्सीन और सर्जिकल स्ट्राइक तक का अकेले श्रेय लेने वाले नरेंद्र मोदी ऑक्सीजन और इंजेक्शन की कमी से हो रही मौतों के लिये अकेले ज़िम्मेदार हैं।  मोदी ही वो सिस्टम है जो फेल हुआ है।..... https://t.co/L4yTjiNFUV,HOF,OFFN
2791,60c5d7495659ea5e55df14bc,hi_hasoc_2021_2791,तांत्रिक : “बेटा...मच्छर  तुझ पर एक ‘चुड़ैल’ का ‘साया’ है “। . . “बाबा.जी बकचोदी नही  वो मेरी गर्लफ्रेंड है ।  😛🤪😂🤣🤣®® @mosquitoastic,NOT,NONE
826,60c5d7495659ea5e55df0953,hi_hasoc_2021_826,"@ImAnkur_tyagi @myogioffice @narendramodi @myogiadityanath Modi key kutsit irradey key aagey yogiji pust hain  “हीरे को परखना है तो अंधेरे का इंतज़ार करो, धूप में तो काँच के टुकड़े भी चमकने लगते हैं” Heera hain yogiji or kaanch ka tukda hai modiji #Resign_PM_Modi",NOT,NONE
5144,60c5d7495659ea5e55df0fd2,hi_hasoc_2021_5147,"@LateharDistrict @JharkhandCMO @HemantSorenJMM @BannaGupta76 @MithileshJMM @ChampaiSoren @DrRameshwarOra1 बालूमाथ बीपीओ श्री केतन गुप्ता के द्वारा गाय शेड , सिंचाई कूप ,में अवैध वसूली करने के सम्बंध में हम सब भगेया तथा मुरपा के समस्त ग्रामीण लाभुक उपायुक्त महोदय से आशा करते हैं कि बालूमाथ बीपीओ श्री केतन गुप्ता के द्वारा किया गया धांधली को जांच कर त्वरित कार्रवाई करने की कृपा करें https://t.co/8M30PfuSFg",NOT,NONE
4803,60c5d7495659ea5e55df0ae9,hi_hasoc_2021_4805,सिस्टम के सिलेबस में  विषय हिंदू-मुस्लिम था  लेकिन वार्षिक परीक्षा में  प्रश्न कोरोना के बारे में आ गए  वह खुद कभी भी कठिन सवालों को हल नहीं करता है  मोदी से कुछ नहीं होगा   #ModiKaVaccineJumla,HOF,HATE
3511,60c5d7495659ea5e55df1d8a,hi_hasoc_2021_3511,"@zlj517 @China_Amb_India I am shocked they didn't mention a line (Karam, you have been our worst sufferer) (करम हमारे ख़राब ह भुगत आप रहे ह) #wohanvirus  #chinesevirus",NOT,NONE
3549,60c5d7495659ea5e55df1b18,hi_hasoc_2021_3549,"पूछना था राहत इंदौरी, राजीव त्यागी के मौत पर जश्न मनाने वाले कौन थे, कौन से समुदाय?? कौन से वर्ग के थे तब कहाँ थे #ModiKaVaccineJumla #YogiJhootaHai #AndhBhakt #ModiSarkarHiSystemHai",NOT,NONE
3212,60c5d7495659ea5e55df179a,hi_hasoc_2021_3212,"@MimrotReena देश बचेगा तब ना, पूरी नर सहार कर रखा है ll  #COVID19  #ModiKaVaccineJumla",NOT,NONE
1799,60c5d7495659ea5e55df10a7,hi_hasoc_2021_1799,#JusticeForShahabuddin @yadavtejashwi @RJDforIndia  @MQN  75 सीट से कहां जाओगे पता लगेगा अगले चुनाव में । अपने बाप को रिहा करवा साहेब के मौत पे । सब याद रखा जाएगा। मुस्लिमानो का वोट ले कर दिखा लो अब ।,NOT,NONE
3611,60c5d7495659ea5e55df1ca0,hi_hasoc_2021_3611,जे पी नड्डा जी आपने जिस तरह से बंगाल हिंसा पर धरना दिया उससे बिलकुल गांधी जी की याद आ गयी है . 1947 में जब देश का विभाजन हुआ था और हिंदुओं का नरसंहार हुआ तब वो भी धरना दे रहे थे .  #SpinelessBJP #JPNadda #BengalBurning #Modiji #AntiHinduMamata #ममता_खूनी_है,NOT,NONE
4145,60c5d7495659ea5e55df1b6d,hi_hasoc_2021_4145,पहले लगता था @BJP4UK ही #SpinelessBJP है।  अब पता लगा ये तो सारे के सारे BJP वाले #SpinlessBJP हैं।  #BengalElection2021 #BengalViolence #BengalBurning #tejasvisurya #SpinlessBJP,NOT,NONE
884,60c5d7495659ea5e55df0a8a,hi_hasoc_2021_884,नायक फ़िल्म मे जब अमरीश पुरी चुनाव-हार जाता है तो दंगे करवाना शुरू कर देता है ! #पश्चिम_बंगाल #BengalBurning #BengalElection2021 #BengalViolence #bengalelectionresult #बंगाल_हिंसा #MamataBanarjee @MamataOfficial @PrashantKishor @PJkanojia @Anjali5151,NOT,NONE
676,60c5d7495659ea5e55df0752,hi_hasoc_2021_676,@RakeshTikaitBKU @Kisanektamorcha @OfficialBKU @DigamberBku @PTI_News @meelrajaram @NareshTikait @FarmersMovement जानवर जानवर का शिकार करता है! इंसान जानवर का शिकार करता है! राजनीति का नशा इंसान का शिकार करता है!,NOT,NONE
